_ID	PUZZLE	BEGIN	END	DURATION	TIME	PARENT	CHILD	PAGE
61	nf	580.53	583.575	3.045			I wanna do that when I'm a old man.	
61	nf	583.958	585.276	1.318		Do you remember NAME?		
61	nf	585.844	587.317	1.473		He went in outer space.		
61	nf	588.465	591.801	3.336			Oh, that would take too long for me.	
61	nf	591.506	593.806	2.3		He didn't go on the moon, but he went in outer space.		
61	nf	594.101	594.801	0.7	end nonfiction			
62	nf	10.407	11.166	0.759	nonfiction start			
62	nf	11.191	11.941	0.75	experimenter out			
62	nf	12.002	12.727	0.725				Cover
62	nf	12.214	13.83	1.616		We're gonna read.		
62	nf	14.18	17.122	2.942			Read? I thought we were just doing a puzzle.	
62	nf	14.834	15.567	0.733		Ooh.		
62	nf	16.952	18.468	1.516		mmkay.		
62	nf	18.65	20.233	1.583		What do you think this is about?		
62	nf	20.007	20.974	0.967			I dunno.	
62	nf	20.94	22.34	1.4		Well look at the picture.		
62	nf	22.681	23.656	0.975		What is it about?		
62	nf	23.876	26.234	2.358			A moon.	
62	nf	24.355	27.771	3.416		Maybe a moon. It says, when you look up at the moon.		
62	nf	28.759	29.501	0.742				page 1
62	nf	28.846	29.48	0.634		Cool		
62	nf	29.727	31.019	1.292			*gasp* Look at that!	
62	nf	31.309	33.209	1.9		Wow! That's a full moon.		
62	nf	33.917	35.725	1.808		That's when it's a big circle, right?		
62	nf	34.279	34.671	0.392			And	
62	nf	35.4	38.333	2.933			And a crescent. This is	
62	nf	37.116	39.099	1.983		We might see a crescent. We'll have to see.		
62	nf	38.84	40.432	1.592			This is a crescent.	
62	nf	39.952	41.302	1.35		Kinda looks like a C, right?		
62	nf	42.218	45.602	3.384		Alright, let's see. When you look up at the moon, do you wish you could visit it?		
62	nf	46.757	47.407	0.65				page 2
62	nf	48.23	51.955	3.725		You'd see very tall mountains and wide flat plains there.		
62	nf	51.697	52.981	1.284			*gasp*	
62	nf	52.589	53.889	1.3		This is on the moon.		
62	nf	55.507	56.407	0.9		Cool, huh?		
62	nf	57.21	59.118	1.908		Do you think you'd wanna go on the moon?		
62	nf	57.269	57.985	0.716				page 3
62	nf	58.797	59.389	0.592			Yeah.	
62	nf	60.149	62.79	2.641		You would also see big rings called craters		
62	nf	62.952	66.252	3.3			Are d- do do aliens there?	
62	nf	63.435	65.76	2.325		They're kind like big rings with like holes.		
62	nf	66.338	68.155	1.817		I dunno, what do you think?		
62	nf	67.846	69.492	1.646			Aliens live in there.	
62	nf	69.489	70.889	1.4		They might live there?		
62	nf	70.789	71.358	0.569			They do. 	
62	nf	71.212	72.027	0.815		That would be cool.		
62	nf	72.374	75.436	3.062		There would be rocks all around you. Look at all those rocks.		
62	nf	75.597	77.758	2.161			Aah could you come with me to the moon?	
62	nf	78.169	78.815	0.646				page 4
62	nf	78.345	79.322	0.977		mm-hmm		
62	nf	79.803	84.141	4.338		Since the moon has no air or water, there are no plants or animals there.		
62	nf	88.015	88.669	0.654		He's got him like a soda or something, hmm		page 5
62	nf	89.074	89.912	0.838			###	
62	nf	89.814	96.79	6.976		Has anybody ever visited the moon? Yes - twelve astronauts. Six American spaceships flew to the moon.		
62	nf	97.415	98.146	0.731		See it?		
62	nf	99.215	100.884	1.669			Woah. What's an astronaut?	
62	nf	101.356	102.649	1.293		What is an astronaut?		
62	nf	102.978	109.084	6.106		Someone that learns umm all about space and they go travel to the moon. No, you need to come sit, NAME.		
62	nf	109.812	111.743	1.931			###	
62	nf	110.448	111.009	0.561		NAME		
62	nf	111.215	112.915	1.7		You need to come and sit. Come on.		
62	nf	112.303	113.926	1.623			###	
62	nf	113.821	115.121	1.3		After we're done. Come on.		
62	nf	116.63	118.376	1.746			###	
62	nf	117.695	120.91	3.215		Did you hear me though? The astronauts, they learn and they study about space		
62	nf	121.155	124.909	3.754		and then they go up and they travel and they do things like go to the moon.		
62	nf	124.478	125.939	1.461			Woah.	
62	nf	125.6	127.561	1.961		You could be an astronaut		
62	nf	127.172	129.772	2.6			Woah. Cool. mom, look, it's the astronauts!	
62	nf	127.487	128.033	0.546				page 6
62	nf	127.883	129.383	1.5		and fly on a		
62	nf	129.563	134.994	5.431		The first trip was in nineteen-sixty-nine. The last was in nineteen-seventy-two.		
62	nf	132.793	134.693	1.9			Nineteen-sixty-nine?	
62	nf	134.889	136.612	1.723			Nineteen-sixty-nine.	
62	nf	136.427	138.627	2.2		That was long, that was before mommy was born.		
62	nf	139.328	142.621	3.293			Before you. Mommy, this is my arm.	
62	nf	142.235	144.099	1.864		Ok. You gotta sit nice. Come on.		
62	nf	144.646	145.317	0.671				page 7 
62	nf	146.051	146.587	0.536		Look.		
62	nf	146.719	150.112	3.393		Each time two astronauts stepped onto the moon's surface.		
62	nf	147.88	149.337	1.457			Woah.	
62	nf	150.853	152.796	1.943		Look, they have to wear all this equipment.		
62	nf	153.613	157.077	3.464		Suit and the helmet. 'Cause there's no air. They couldn't breathe.		
62	nf	157.641	161.591	3.95			'Cause, goes like *noises*	
62	nf	160.688	161.888	1.2		If there was no air, yeah.		
62	nf	161.56	162.281	0.721				page 8
62	nf	162.429	167.686	5.257		Astronauts wore spacesuits. Spacesuits gave astronauts air to breathe.		
62	nf	168.452	169.63	1.178			Can we get them?	
62	nf	169.813	175.61	5.797		Spacesuit? *laughing* If you wanna learn how to become an astronaut, that's something you could do.		
62	nf	171.747	172.583	0.836			*laughing*	
62	nf	175.694	176.387	0.693				page 9
62	nf	177.035	178.264	1.229		Astronauts		
62	nf	177.531	178.281	0.75			Look!	
62	nf	178.644	179.437	0.793		Ooh, it's windy.		
62	nf	179.646	186.375	6.729		Astronauts could jump higher on the moon than they could on Earth and they came down more slowly. It was almost like floating.		
62	nf	187.183	188.376	1.193		you gonna try to jump?		
62	nf	188.529	189.594	1.065			yeah, like this.	
62	nf	190.457	193.064	2.607		But they could jump really high.		
62	nf	193.295	194.416	1.121			Like this high?	
62	nf	194.055	195.241	1.186		Way high.		
62	nf	195.106	196.184	1.078			Like this?	
62	nf	195.538	197.01	1.472		Probably as high as the ceiling.		
62	nf	197.116	198.895	1.779			Like this high?	
62	nf	198.828	200.346	1.518		Tall, very taller than you.		
62	nf	200.346	201.639	1.293		Alright, come on, let's finish.		
62	nf	201.721	204.292	2.571			They could go this tall.	
62	nf	204.028	205.085	1.057		Mm-hmm.		
62	nf	204.128	204.971	0.843				page 10
62	nf	204.835	207.378	2.543			Just like, just like this tall.	
62	nf	205.506	206.299	0.793		Oh, look!		
62	nf	207.388	208.688	1.3		Yes, sit on the chair please.		
62	nf	208.181	209.374	1.193			Like the Earth.	
62	nf	209.342	210.035	0.693		It is Earth.		
62	nf	210.415	214.343	3.928		From the moon, the astronauts could see the Earth. The Earth looked far away.		
62	nf	214.783	216.318	1.535		What do you think the white things are?		
62	nf	216.632	219.111	2.479			Mmm ###	
62	nf	219.221	222.064	2.843		Well the white things are clouds.		
62	nf	222.681	223.524	0.843			Clouds?	
62	nf	222.831	226.045	3.214		And the blue is all the oceans and all the water on the Earth.		
62	nf	225.947	228.689	2.742			And, and the, what's that?	
62	nf	226.418	227.054	0.636				page 11
62	nf	229.628	235.606	5.978		About every four weeks, the moon travels around the Earth. The sun shines on the moon and lights it up.		
62	nf	236.116	238.773	2.657		Have we talked about that? How the moon isn't light.		
62	nf	239.045	240.495	1.45		You know it's only light from the sun.		
62	nf	241.435	242.142	0.707		But look.		
62	nf	243.278	244.835	1.557		these are all the moons.		
62	nf	245.596	246.739	1.143			Woah that's a lot.	
62	nf	247.117	251.116	3.999		Well it's really one moon but it shows all their positions, all it's positions.		
62	nf	251.938	252.981	1.043		and then the Earth.		
62	nf	254.356	257.913	3.557			That's a lot of, that's a lot of moon ###.	
62	nf	257.758	260.422	2.664		And we live right there in the middle.		
62	nf	260.755	261.405	0.65			Right here?	
62	nf	261.188	261.88	0.692		Mm-hmm.		
62	nf	262.568	263.432	0.864			Cool.	
62	nf	263.1	263.886	0.786				page 12
62	nf	263.788	268.859	5.071		That's why you can see it. When you see it as a bright circle, it's called a full moon.		
62	nf	269.283	272.662	3.379			and when it, and when it's not a full moon they call it a crescent.	
62	nf	272.487	272.865	0.378				page 12
62	nf	272.741	273.862	1.121		### it's crescent.		
62	nf	273.862	277.276	3.414		Some nights the moon is a half-moon. You can only see half of it.		
62	nf	274.377	274.955	0.578			*gasp*	
62	nf	277.155	279.848	2.693			And you can just see it, and then called a crescent.	
62	nf	278.394	279.151	0.757				page 14
62	nf	279.872	280.572	0.7			*gasp*	
62	nf	280.48	281.73	1.25		Other nights it's a		
62	nf	281.584	283.505	1.921			Crescent!	
62	nf	283.434	284.849	1.415		Crescent moon.		
62	nf	285.676	286.843	1.167			I like crescent.	
62	nf	286.843	289.908	3.065			*gasp* Woah *noises*	
62	nf	288.083	288.661	0.578				page 15
62	nf	289.465	292.18	2.715		Now that you know more about the moon, would you still like to visit it?		
62	nf	292.137	292.708	0.571			Yeah.	
62	nf	292.851	294.501	1.65		Maybe someday you can.		
62	nf	294.615	295.893	1.278			Maybe I want to.	
62	nf	296.133	297.819	1.686		That would be so cool. The end.		
62	nf	297.234	299.355	2.121			could you come, could you come with me?	
62	nf	297.809	298.274	0.465	End nonfiction			
62	f	337.028	337.836	0.808	fiction start			
62	f	338.047	338.761	0.714				cover
62	f	338.747	339.347	0.6			*gasp*	
62	f	339.383	339.876	0.493		*laughing*		
62	f	340.713	342.005	1.292		What do you think it's about?		
62	f	341.636	342.589	0.953			I dunno.	
62	f	341.821	342.59	0.769	experimenter out			
62	f	342.742	344.227	1.485			An owl and a bear?	
62	f	344.176	347.007	2.831		But look, do you think he's on Earth or is he on the moon?		
62	f	347.544	350.421	2.877			*noises* On the moon.	
62	f	350.351	352.62	2.269		Kinda looks like that, doesn't it? Looks like they're having a picnic.		
62	f	352.623	356.485	3.862			They're just having a moon, they're having picnic on the moon!	
62	f	357.83	358.515	0.685			Cool.	
62	f	358.864	361.233	2.369		An owl and a bear, and a teddy bear.		
62	f	362.104	364.212	2.108		It's called, what next, Baby Bear.		
62	f	363.927	365.911	1.984			What next, baby bear?	
62	f	365.788	366.434	0.646				page 1
62	f	366.799	367.492	0.693			Oh	
62	f	366.952	369.852	2.9		Can I go to the moon, asked Baby Bear.		
62	f	372.341	372.956	0.615				page 2
62	f	373.349	378.818	5.469		No, it's your bathtime, said Mrs. Bear. Anyway, you'd have to find a rocket first.		
62	f	380.131	382.062	1.931		Is that how you get to the moon? By a rocket?		
62	f	381.876	382.491	0.615			Mm-hmm.	
62	f	382.236	383.075	0.839		Or a spaceship?		
62	f	383.285	384.939	1.654			A rocket or a	
62	f	384.381	386.127	1.746		A space shuttle, I mean.		
62	f	386.3	388.684	2.384			### what's a space shuttle.	
62	f	388.667	393.441	4.774		Like a rocket that takes astronauts up to the moon and stuff like that.		
62	f	394.658	395.218	0.56				page 3
62	f	395.173	398.067	2.894		Baby Bear found a rocket in the closet under the stairs.		
62	f	399.173	400.353	1.18			Under stairs?	
62	f	399.783	400.997	1.214		He had a rocket?		
62	f	402.247	404.087	1.84			A pretend, maybe a toy rocket.	
62	f	403.414	404.034	0.62				page 4
62	f	403.584	404.838	1.254		###		
62	f	405.525	412.294	6.769		He found a space helmet in the kitchen and a pair of space boots by the front door.		
62	f	409.463	410.483	1.02			*noises*	
62	f	413.094	415.181	2.087			Oh, but they're rain boots.	
62	f	414.817	416.397	1.58		Do you think he's pretending?		
62	f	416.367	416.808	0.441			Yeah.	
62	f	416.657	417.89	1.233		you think he's playing pretend.		
62	f	416.808	417.442	0.634			*gasp*	
62	f	417.761	418.295	0.534			Ooh.	
62	f	419.459	420.786	1.327			It a pot.	
62	f	420.602	423.122	2.52		It's a pot, it's like a pot. It's called a colander.		
62	f	423.391	424.184	0.793			What's a colander?	
62	f	424.67	427.75	3.08		Like when you make pasta and you put it in it so all the water get's out.		
62	f	427.73	428.324	0.594				page 5
62	f	428.774	429.554	0.78			*gasp*	
62	f	429.874	432.601	2.727		He packed his teddy bear and some food for the journey.		
62	f	433.054	435.234	2.18		Oh that's, on the cover of the picnic.		
62	f	434.364	436.898	2.534			*gasp*	
62	f	436.671	438.051	1.38		Do you think this is his rocket?		
62	f	438.216	439.249	1.033			Yeah.	
62	f	440.289	443.229	2.94		What's he bringing? He's bringing food, bringing cups		
62	f	443.627	444.834	1.207		plates, spoons.		
62	f	444.077	446.77	2.693			And his space helmet and his space boots.	
62	f	447.325	448.771	1.446			Like that big bowl.	
62	f	447.598	448.625	1.027		Yes it is.		
62	f	448.954	449.354	0.4				page 6
62	f	449.268	449.874	0.606			###	
62	f	449.945	450.451	0.506		*gasp*		
62	f	450.318	450.898	0.58			*gasp*	
62	f	450.948	452.695	1.747		and he took off up the chimney!		
62	f	452.461	454.181	1.72			###	
62	f	452.921	453.448	0.527		*noises*		
62	f	454.291	455.804	1.513			*noises*	
62	f	456.717	457.217	0.5			How	
62	f	456.757	458.45	1.693		Looks like a real rocket, doesn't it?		
62	f	458.339	460.499	2.16			yep I thought it's a box.	
62	f	460.097	460.757	0.66				page 7
62	f	460.894	462.607	1.713		He has a good imagination.		
62	f	462.926	470.646	7.72		What a great rocket, said an owl flying past. Would you care to accompany me to the moon, said Baby Bear. I would love to, said the owl.		
62	f	470.768	471.935	1.167			###	
62	f	473.168	474.568	1.4		###		
62	f	475.567	476.247	0.68		Kiss it.		
62	f	475.974	476.607	0.633			See it?	
62	f	477.153	478.893	1.74			No it's right here.	
62	f	478.578	480.251	1.673		Gotcha. Ok.		
62	f	481.222	484.049	2.827		So he's flying up in, in the sky and he met an owl.		
62	f	484.682	485.275	0.593			Cool	
62	f	485.398	486.578	1.18		an owl wants to go with 'em.		
62	f	486.782	487.355	0.573				page 8
62	f	488.18	495.127	6.947		On and on they flew, up and up, above the clouds, past millions of stars until at last they landed on the moon.		
62	f	495.502	496.382	0.88		Oh no!		
62	f	496.539	500.226	3.687			Oh no, my helmet! Look, he can breathe on the moon.	
62	f	500.311	502.304	1.993		Yeah, he doesn't have a spacesuit, does he?		
62	f	503.029	503.669	0.64				page 9
62	f	503.319	503.859	0.54		Yeah.		
62	f	504.09	516.616	12.526		There's nobody around here, said Baby Bear. There are no trees, said the owl. It's kind of boring, said Baby Bear. What do you think about a picnic, Baby Bear asked. What a splendid idea, said the owl.		
62	f	517.752	521.409	3.657			*noises* Can I turn the page?	
62	f	519.758	521.703	1.945		They're having a picnic.		
62	f	521.936	522.703	0.767		Sure.		
62	f	522.442	523.799	1.357				page 10
62	f	523.416	523.923	0.507			Look.	
62	f	523.986	527.331	3.345		We'd better go, said Baby Bear. Because my bath must be ready by now.		
62	f	525.236	528.664	3.428			Ooh, ###.	
62	f	528.074	530.859	2.785		Oh, you, you can see his shadow against the moon.		
62	f	531.999	533.607	1.608			You can't see his shadow.	
62	f	533.577	536.494	2.917		Or his, yeah, no, he's not close.		
62	f	536.498	537.903	1.405		i see some clouds.		
62	f	538.33	539.115	0.785			That	
62	f	538.627	545.71	7.083		My, because my bath must be ready by now. Off they went, down and down. Before he flew away, it was nice to meet you the owl said.		
62	f	546.392	547.535	1.143				page 11
62	f	547.473	548.735	1.262			Look, ###	
62	f	548.116	552.652	4.536		Home went Baby Bear - back down the chimney and onto the carpet with a bump!		
62	f	553.311	555.43	2.119			Aw, I only ###.	
62	f	554.096	555.049	0.953		Bump!		
62	f	556.119	557.75	1.631			Like this, bump!	
62	f	557.339	558.256	0.917		Bump.		
62	f	558.154	560.345	2.191			That's a big one. Can I turn the page?	
62	f	560.142	561.237	1.095				page 12
62	f	560.641	561.891	1.25			Look! *noises*	
62	f	561.219	568.647	7.428		Mrs. Bear gasped as she came into the room. How did you get so dirty, she asked. I found a rocket, said Baby Bear.		
